Time,Discharge
13:58:32..953,256.19
13:58:33..050,255.68
13:58:33..156,255.17
13:58:33..251,254.68
13:58:33..352,254.17
13:58:33..444,255.02
13:58:33..559,255.86
13:58:33..651,256.64
13:58:33..746,258.71
13:58:33..849,260.71
13:58:33..960,262.67
13:58:34..057,263.22
13:58:34..147,263.76
13:58:34..246,264.3
13:58:34..356,264.87
13:58:34..451,264.05
13:58:34..547,263.26
13:58:34..647,262.52
13:58:34..769,260.46
13:58:34..851,258.43
13:58:34..946,256.43
13:58:35..044,255.85
13:58:35..155,255.28
13:58:35..251,254.7
13:58:35..348,254.09
13:58:35..448,253.5
13:58:35..559,252.94
13:58:35..658,252.39
13:58:35..753,251.85
13:58:35..851,251.33
13:58:35..960,250.82
13:58:36..058,250.32
13:58:36..147,249.84
13:58:36..248,249.35
13:58:36..360,248.9
13:58:36..456,248.47
13:58:36..554,248.05
13:58:36..651,249.05
13:58:36..761,250.03
13:58:36..856,250.97
13:58:36..952,251.89
13:58:37..048,252.8
13:58:37..158,253.68
13:58:37..258,254.52
13:58:37..352,255.31
13:58:37..449,256.05
13:58:37..559,256.75
13:58:37..657,256.02
13:58:37..753,255.28
13:58:37..848,254.57
13:58:37..961,253.89
13:58:38..057,253.21
13:58:38..153,252.56
13:58:38..248,251.99
13:58:38..361,251.44
13:58:38..456,250.95
13:58:38..553,250.5
13:58:38..650,250.05
13:58:38..760,249.62
13:58:38..852,249.23
13:58:38..953,248.81
13:58:39..048,248.43
13:58:39..161,248.06
13:58:39..257,247.63
13:58:39..352,247.22
13:58:39..451,246.78
13:58:39..559,246.34
13:58:39..657,245.9
13:58:39..754,245.5
13:58:39..848,245.12
13:58:39..959,244.79
13:58:40..058,244.43
13:58:40..152,244.1
13:58:40..250,243.81
13:58:40..369,243.56
13:58:40..458,243.29
13:58:40..554,243
13:58:40..648,242.74
13:58:40..762,242.45
13:58:40..856,242.09
13:58:40..951,243.04
13:58:41..050,243.95
13:58:41..160,244.8
13:58:41..256,245.61
13:58:41..353,246.38
13:58:41..449,247.13
13:58:41..559,247.87
13:58:41..657,248.57
13:58:41..752,249.24
13:58:41..849,249.93
13:58:41..959,249.25
13:58:42..057,248.58
13:58:42..152,247.95
13:58:42..248,247.36
13:58:42..362,246.77
13:58:42..457,246.2
13:58:42..551,245.66
13:58:42..647,245.13
13:58:42..761,244.59
13:58:42..856,244.06
13:58:42..953,243.55
13:58:43..049,243.06
13:58:43..162,242.55
13:58:43..256,242.06
13:58:43..352,241.59
13:58:43..449,242.54
13:58:43..560,243.49
13:58:43..657,245.82
13:58:43..753,248.13
13:58:43..848,250.39
13:58:43..963,252.59
13:58:44..058,254.76
13:58:44..153,256.92
13:58:44..250,259
13:58:44..360,260.99
13:58:44..459,261.52
13:58:44..552,261.99
13:58:44..649,261.02
13:58:44..760,260.05
13:58:44..856,259.14
13:58:44..954,258.23
13:58:45..048,257.32
13:58:45..160,256.43
13:58:45..257,255.58
13:58:45..352,254.76
13:58:45..445,253.96
13:58:45..561,253.22
13:58:45..653,252.51
13:58:45..748,251.83
13:58:45..845,251.15
13:58:45..961,250.56
13:58:46..058,250
13:58:46..152,249.46
13:58:46..248,248.92
13:58:46..360,248.42
13:58:46..458,247.91
13:58:46..552,247.46
13:58:46..650,247.02
13:58:46..761,246.59
13:58:46..855,246.18
13:58:46..953,245.77
13:58:47..050,245.37
13:58:47..161,245
13:58:47..257,244.61
13:58:47..352,245.6
13:58:47..449,246.55
13:58:47..560,247.47
13:58:47..656,248.36
13:58:47..753,249.23
13:58:47..846,250.05
13:58:47..960,250.9
13:58:48..056,253.16
13:58:48..152,255.38
13:58:48..248,257.58
13:58:48..361,258.38
13:58:48..461,259.21
13:58:48..552,260.03
13:58:48..648,260.84
13:58:48..763,261.64
13:58:48..856,262.44
13:58:48..952,263.21
13:58:49..049,262.54
13:58:49..161,261.86
13:58:49..256,261.2
13:58:49..353,260.55
13:58:49..449,259.91
13:58:49..560,259.31
13:58:49..657,258.73
13:58:49..755,258.15
13:58:49..849,257.55
13:58:49..961,256.95
13:58:50..057,256.35
13:58:50..152,255.77
13:58:50..248,255.2
13:58:50..360,254.64
13:58:50..468,254.1
13:58:50..553,253.56
13:58:50..648,253.07
13:58:50..761,252.65
13:58:50..857,252.24
13:58:50..954,253.22
13:58:51..048,256.93
13:58:51..163,261.91
13:58:51..257,266.77
13:58:51..354,271.52
13:58:51..451,276.12
13:58:51..560,280.58
13:58:51..655,284.88
13:58:51..754,289.05
13:58:51..848,293.11
13:58:51..960,295.68
13:58:52..056,295.42
13:58:52..154,293.79
13:58:52..248,292.2
13:58:52..360,290.66
13:58:52..456,289.16
13:58:52..552,287.7
13:58:52..648,286.29
13:58:52..760,284.92
13:58:52..857,283.62
13:58:52..953,282.38
13:58:53..048,281.2
13:58:53..160,280.03
13:58:53..257,278.86
13:58:53..352,279.08
13:58:53..451,279.31
13:58:53..561,279.53
13:58:53..657,279.71
13:58:53..752,279.86
13:58:53..848,279.96
13:58:53..963,280.04
13:58:54..056,280.12
13:58:54..153,280.2
13:58:54..249,280.27
13:58:54..360,278.95
13:58:54..458,277.64
13:58:54..554,276.31
13:58:54..650,273.62
13:58:54..760,270.98
13:58:54..857,268.42
13:58:54..954,265.91
13:58:55..048,263.43
13:58:55..160,261
13:58:55..257,258.61
13:58:55..352,256.26
13:58:55..448,253.94
13:58:55..560,251.67
13:58:55..657,250.85
13:58:55..755,250.04
13:58:55..849,249.29
13:58:55..961,248.54
13:58:56..078,247.79
13:58:56..152,247.06
13:58:56..248,246.35
13:58:56..361,245.67
13:58:56..456,245.02
13:58:56..548,244.41
13:58:56..647,243.79
13:58:56..760,243.21
13:58:56..855,242.63
13:58:56..951,242.08
13:58:57..049,241.61
13:58:57..160,241.16
13:58:57..256,240.74
13:58:57..353,240.36
13:58:57..450,240.02
13:58:57..560,239.68
13:58:57..657,239.38
13:58:57..753,239.11
13:58:57..848,238.87
13:58:57..962,238.62
13:58:58..056,238.33
13:58:58..153,238.06
13:58:58..244,237.81
13:58:58..359,237.57
13:58:58..456,237.32
13:58:58..553,237.08
13:58:58..648,236.84
13:58:58..761,236.62
13:58:58..856,236.39
13:58:58..953,236.21
13:58:59..049,236.07
13:58:59..161,235.93
13:58:59..257,235.8
13:58:59..353,235.67
13:58:59..448,235.59
13:58:59..562,235.52
13:58:59..656,235.46
13:58:59..753,235.37
13:58:59..848,235.28
13:58:59..960,235.17
13:59:00..056,235.06
13:59:00..152,234.92
13:59:00..250,234.77
13:59:00..361,234.6
13:59:00..456,234.4
13:59:00..555,234.19
13:59:00..649,233.98
13:59:00..760,233.78
13:59:00..856,233.6
13:59:00..954,232.03
13:59:01..048,230.48
13:59:01..160,228.99
13:59:01..256,227.58
13:59:01..353,226.16
13:59:01..448,224.79
13:59:01..560,223.48
13:59:01..655,222.19
13:59:01..754,222.3
13:59:01..848,225.16
13:59:01..960,230.7
13:59:02..056,236.13
13:59:02..154,241.44
13:59:02..250,246.64
13:59:02..360,251.77
13:59:02..458,256.79
13:59:02..553,261.67
13:59:02..648,266.45
13:59:02..761,269.72
13:59:02..857,270.11
13:59:02..953,269.1
13:59:03..049,268.1
13:59:03..160,267.08
13:59:03..256,266.08
13:59:03..353,265.06
13:59:03..449,264.06
13:59:03..561,263.09
13:59:03..654,262.13
13:59:03..753,261.22
13:59:03..849,260.36
13:59:03..961,259.54
13:59:04..059,258.73
13:59:04..154,257.98
13:59:04..250,257.23
13:59:04..361,256.55
13:59:04..457,255.9
13:59:04..554,255.31
13:59:04..648,254.75
13:59:04..761,254.18
13:59:04..857,253.68
13:59:04..953,253.21
13:59:05..047,252.78
13:59:05..160,252.37
13:59:05..257,251.95
13:59:05..353,251.52
13:59:05..449,252.47
13:59:05..560,253.38
13:59:05..656,254.26
13:59:05..752,255.15
13:59:05..848,255.96
13:59:05..961,256.7
13:59:06..057,257.43
13:59:06..152,258.1
13:59:06..248,258.76
13:59:06..362,259.44
13:59:06..457,258.72
13:59:06..553,258.03
13:59:06..648,257.36
13:59:06..760,256.7
13:59:06..857,256.06
13:59:06..953,255.48
13:59:07..048,254.93
13:59:07..161,254.44
13:59:07..258,253.97
13:59:07..352,253.49
13:59:07..450,253.04
13:59:07..561,252.58
13:59:07..658,252.13
13:59:07..752,251.72
13:59:07..848,251.35
13:59:07..960,250.99
13:59:08..056,250.66
13:59:08..152,250.33
13:59:08..249,250.02
13:59:08..361,251.1
13:59:08..456,252.17
13:59:08..552,253.25
13:59:08..647,254.32
13:59:08..760,256.74
13:59:08..856,259.11
13:59:08..953,261.42
13:59:09..046,263.63
13:59:09..163,265.76
13:59:09..257,267.83
13:59:09..352,268.46
13:59:09..449,269.03
13:59:09..561,269.54
13:59:09..656,270.04
13:59:09..752,269.15
13:59:09..849,268.26
13:59:09..961,267.41
13:59:10..057,266.61
13:59:10..152,265.8
13:59:10..250,265.02
13:59:10..361,264.26
13:59:10..457,263.53
13:59:10..555,262.84
13:59:10..649,262.18
13:59:10..761,261.55
13:59:10..855,260.94
13:59:10..954,260.37
13:59:11..046,259.86
13:59:11..162,259.4
13:59:11..258,258.96
13:59:11..353,258.57
13:59:11..450,258.18
13:59:11..560,257.82
13:59:11..656,256.09
13:59:11..781,254.38
13:59:11..848,252.72
13:59:11..961,251.07
13:59:12..057,249.41
13:59:12..153,247.81
13:59:12..248,246.23
13:59:12..359,244.7
13:59:12..456,243.26
13:59:12..553,241.83
13:59:12..648,241.8
13:59:12..760,241.73
13:59:12..856,241.64
13:59:12..953,241.57
13:59:13..050,241.52
13:59:13..161,241.43
13:59:13..251,241.36
13:59:13..353,241.26
13:59:13..450,241.15
13:59:13..562,241.05
13:59:13..657,240.96
13:59:13..751,240.9
13:59:13..842,240.88
13:59:13..960,240.83
13:59:14..057,240.77
13:59:14..152,240.75
13:59:14..248,240.73
13:59:14..360,240.72
13:59:14..457,240.72
13:59:14..553,240.75
13:59:14..650,240.78
13:59:14..761,240.84
13:59:14..857,240.89
13:59:14..951,240.94
13:59:15..048,240.97
13:59:15..160,241
13:59:15..256,241.03
13:59:15..352,241.06
13:59:15..450,241.06
13:59:15..560,242.41
13:59:15..657,246.47
13:59:15..754,253.62
13:59:15..848,262.41
13:59:15..959,271.44
13:59:16..056,280.28
13:59:16..153,288.93
13:59:16..250,297.38
13:59:16..359,305.64
13:59:16..457,313.68
13:59:16..553,320.18
13:59:16..648,323.78
13:59:16..761,324.12
13:59:16..856,322.64
13:59:16..952,320.74
13:59:17..050,318.86
13:59:17..160,316.99
13:59:17..257,315.16
13:59:17..352,313.37
13:59:17..448,311.65
13:59:17..559,309.99
13:59:17..656,308.38
13:59:17..752,306.76
13:59:17..850,305.23
13:59:17..959,303.78
13:59:18..058,302.41
13:59:18..154,301.09
13:59:18..249,301.18
13:59:18..361,301.27
13:59:18..458,301.37
13:59:18..548,301.44
13:59:18..643,301.52
13:59:18..757,303.02
13:59:18..853,304.46
13:59:18..949,304.49
13:59:19..045,304.49
13:59:19..155,304.5
13:59:19..252,303.17
13:59:19..348,303.27
13:59:19..445,303.41
13:59:19..555,303.52
13:59:19..654,303.61
13:59:19..748,302.32
13:59:19..845,301.05
13:59:19..960,301.17
13:59:20..053,301.29
13:59:20..153,301.4
13:59:20..250,301.48
13:59:20..359,300.15
13:59:20..453,298.81
13:59:20..554,297.53
13:59:20..648,296.26
13:59:20..761,295.02
13:59:20..857,293.81
13:59:20..948,292.63
13:59:21..043,291.46
13:59:21..159,290.29
13:59:21..253,289.11
13:59:21..353,289.3
13:59:21..448,289.48
13:59:21..560,289.65
13:59:21..657,289.79
13:59:21..752,289.92
13:59:21..848,290.02
13:59:21..960,291.48
13:59:22..055,292.92
13:59:22..147,294.34
13:59:22..250,295.74
13:59:22..360,295.72
13:59:22..458,295.72
13:59:22..553,295.71
13:59:22..648,295.67
13:59:22..760,296.95
13:59:22..856,298.24
13:59:22..972,298.12
13:59:23..048,298
13:59:23..160,297.87
13:59:23..258,297.76
13:59:23..348,297.7
13:59:23..445,297.63
13:59:23..560,297.6
